序号,招聘主题,用人单位,发布日期,浏览次数
383,FPGA开发工程师,西安中唐测控技术有限责任公司,2021-12-06,75
384,互联网医院董事长助理,宜善医疗产业管理集团股份有限公司,2021-12-06,70
385,渠道拓展专员,宜善医疗产业管理集团股份有限公司,2021-12-06,53
386,产品运营,宜善医疗产业管理集团股份有限公司,2021-12-06,62
387,软件工程师,西安中唐测控技术有限责任公司,2021-12-06,69
388,产品经理,宜善医疗产业管理集团股份有限公司,2021-12-06,59
389,新媒体运营,宜善医疗产业管理集团股份有限公司,2021-12-06,54
390,工程项目管理与采购助理,宜善医疗产业管理集团股份有限公司,2021-12-06,57
391,业务咨询师,日铁软件（上海）有限公司,2021-12-06,97
392,系统工程师,日铁软件（上海）有限公司,2021-12-06,57
393,结构/土建工程师,广州杰赛科技股份有限公司,2021-12-06,69
394,信息化设计工程师,广州杰赛科技股份有限公司,2021-12-06,47
395,通信设计工程师,广州杰赛科技股份有限公司,2021-12-06,50
396,解决方案工程师,广州杰赛科技股份有限公司,2021-12-06,49
397,教师岗管培生,合肥方了个田教育科技有限责任公司,2021-12-06,52
398,密码学,华控清交信息科技（北京）有限公司,2021-12-06,56
399,各学科教师,保定东方双语学校,2021-12-06,46
400,猎头顾问助理,上海优克锡企业管理顾问有限公司,2021-12-06,47
401,机械/电气工程师,酒泉钢铁（集团）有限责任公司,2021-12-06,49
402,管理培训生,上海优克锡企业管理顾问有限公司,2021-12-06,56
403,人力资源顾问,上海优克锡企业管理顾问有限公司,2021-12-06,50
404,ASIC研发工程师,苏州雄立科技有限公司,2021-12-06,55
405,软件工程师（开发岗）,苏州雄立科技有限公司,2021-12-06,48
406,软件工程师（测试岗）,苏州雄立科技有限公司,2021-12-06,47
407,硬件工程师,苏州雄立科技有限公司,2021-12-06,58
408,科研助理,苏州雄立科技有限公司,2021-12-06,51
409,驻外技术支持工程师/技术方案工程师,厦门立林科技有限公司,2021-12-06,40
410,工业设计师,厦门立林科技有限公司,2021-12-06,41
411,外贸销售工程师,厦门立林科技有限公司,2021-12-06,40
412,驻外销售工程师,厦门立林科技有限公司,2021-12-06,42
413,嵌入式软件开发工程师,厦门立林科技有限公司,2021-12-06,42
414,后端java开发工程师,厦门立林科技有限公司,2021-12-06,40
415,硬件开发工程师,厦门立林科技有限公司,2021-12-06,42
416,产品开发工程师,厦门立林科技有限公司,2021-12-06,61
417,结构工程师,厦门立林科技有限公司,2021-12-06,40
418,测试开发工程师,厦门立林科技有限公司,2021-12-06,41
419,软件测试工程师,厦门立林科技有限公司,2021-12-06,40
420,质量工程师,厦门立林科技有限公司,2021-12-06,40
421,教员,中国人民解放军火箭军工程大学,2021-12-03,144
422,ID与UX设计师,天音通信有限公司,2021-12-03,102
423,结构与材料工程师,天音通信有限公司,2021-12-03,89
424,产品研发工程师,北京航天赛德科技发展有限公司涿州分公司,2021-12-03,53
425,信号算法工程师,深圳麦科田生物医疗技术股份有限公司,2021-12-03,66
426,硬件工程师,深圳麦科信仪器有限公司,2021-12-03,49
427,控制算法工程师,深圳麦科田生物医疗技术股份有限公司,2021-12-03,65
428,机械工程师,深圳麦科田生物医疗技术股份有限公司,2021-12-03,61
429,硬件工程师,深圳麦科田生物医疗技术股份有限公司,2021-12-03,58
430,系统工程师,深圳麦科田生物医疗技术股份有限公司,2021-12-03,60
431,气路工程师,深圳麦科田生物医疗技术股份有限公司,2021-12-03,50
432,嵌入式软件开发工程师-产品研发中心,卡斯柯信号有限公司北京分公司,2021-12-02,75
433,系统设计工程师,卡斯柯信号有限公司北京分公司,2021-12-02,61
434, 蛋白纯化研究员,嘉兴维亚生物科技有限公司,2021-12-02,48
435,分子克隆,嘉兴维亚生物科技有限公司,2021-12-02,49
436,软件测试工程师,卡斯柯信号有限公司北京分公司,2021-12-02,60
437,质量检验员,卡斯柯信号有限公司北京分公司,2021-12-02,56
438,助理研究员（算法）,上海爱数信息技术股份有限公司,2021-12-02,71
439,管理培训生,萝卜太辣（北京）科技有限公司西安分公司,2021-12-02,83
440,细胞培养研究员,嘉兴维亚生物科技有限公司,2021-12-02,45
441,有机合成研究员,嘉兴维亚生物科技有限公司,2021-12-02,44
442,研发工程师,格力钛新能源股份有限公司,2021-12-02,51
443,材料工程师,格力钛新能源股份有限公司,2021-12-02,47
444, 技术工程师（电芯）,格力钛新能源股份有限公司,2021-12-02,51
445,技术支持工程师（pack),格力钛新能源股份有限公司,2021-12-02,46
446,工艺工程师,格力钛新能源股份有限公司,2021-12-02,51
447,设备技术工程师,格力钛新能源股份有限公司,2021-12-02,52
448,电气工程师,格力钛新能源股份有限公司,2021-12-02,48
449,结构工程师,格力钛新能源股份有限公司,2021-12-02,51
450,软件工程师,格力钛新能源股份有限公司,2021-12-02,48
451,硬件工程师,格力钛新能源股份有限公司,2021-12-02,49
452,工业设计工程师,格力钛新能源股份有限公司,2021-12-02,50
453,JAVA开发工程师,中大检测（湖南）股份有限公司,2021-12-02,85
454,整车电控工程师,格力钛新能源股份有限公司,2021-12-02,44
455,算法工程师,中大检测（湖南）股份有限公司,2021-12-02,102
456,Web前端开发工程师,中大检测（湖南）股份有限公司,2021-12-02,80
457,机械设计工程师,洛阳德平科技股份有限公司,2021-12-02,43
458,仿真工程师,格力钛新能源股份有限公司,2021-12-02,53
459,测试工程师,中大检测（湖南）股份有限公司,2021-12-02,83
460,电气研发工程师,洛阳德平科技股份有限公司,2021-12-02,45
461,Python开发工程师,中大检测（湖南）股份有限公司,2021-12-02,80
462,物联网开发工程师,中大检测（湖南）股份有限公司,2021-12-02,78
463,嵌入式软件硬件工程师,洛阳德平科技股份有限公司,2021-12-02,43
464,嵌入式软件工程师,中大检测（湖南）股份有限公司,2021-12-02,71
465,硬件工程师,中大检测（湖南）股份有限公司,2021-12-02,72
466,工业设计师,格力钛新能源股份有限公司,2021-12-02,41
467,技术工程师,格力钛新能源股份有限公司,2021-12-02,51
468,电池储能销售,格力钛新能源股份有限公司,2021-12-02,42
469,群团工作岗,陕西航天龙腾汽车服务有限公司,2021-12-02,45
470,安全研究实习生（iast/sast漏洞检测方向）,杭州默安科技有限公司,2021-12-02,61
471,安全研究实习生（主机安全方向）,杭州默安科技有限公司,2021-12-02,52
472,软件开发实习生,罗克韦尔自动化软件（大连）有限公司,2021-12-02,45
473,Java开发工程师,西安绿点信息科技有限公司,2021-12-02,49
474,软件测试实习生,罗克韦尔自动化软件（大连）有限公司,2021-12-02,46
475,电源设计师,海华电子企业（中国）有限公司,2021-12-02,43
476,安全服务实习生,杭州默安科技有限公司,2021-12-02,57
477,技术支持实习生,杭州默安科技有限公司,2021-12-02,76
478,安全研究实习生（容器安全方向）,杭州默安科技有限公司,2021-12-02,47
479,测试工程师,西安绿点信息科技有限公司,2021-12-02,52
480,H5开发工程师,西安绿点信息科技有限公司,2021-12-02,48
481,攻防研究实习生,杭州默安科技有限公司,2021-12-02,55
482,安全研究实习生（漏扫方向）,杭州默安科技有限公司,2021-12-02,50
483,安全研究实习生（欺骗防御方向）,杭州默安科技有限公司,2021-12-02,56
484,易航智能—供应链管理专员,北京易航远智科技有限公司,2021-12-02,44
485,Android开发工程师,西安绿点信息科技有限公司,2021-12-02,51
486,重庆三峡职业学院2021年下半年公开招聘在编博士、硕士研究生人才招聘简章,北京磐石活水信息科技有限公司,2021-12-02,57
487,应用科学家实习生,亚马逊（中国）投资有限公司,2021-12-01,55
488,软件开发实习生,亚马逊（中国）投资有限公司,2021-12-01,62
489,后端开发工程师,畅捷通信息技术股份有限公司,2021-12-01,47
490,后端开发工程师,畅捷通信息技术股份有限公司,2021-12-01,47
491,抗体药设计算法工程师,上海数因信科智能科技有限公司,2021-12-01,49
492,药物研发工程师,上海数因信科智能科技有限公司,2021-12-01,49
493,机器学习工程师,上海数因信科智能科技有限公司,2021-12-01,47
494,测试工程师,畅捷通信息技术股份有限公司,2021-12-01,45
495,自动化机械工程师,深圳市中冀联合技术股份有限公司,2021-12-01,67
496,单片机/嵌入式软件工程师,深圳市中冀联合技术股份有限公司,2021-12-01,47
497,销售工程师,深圳市中冀联合技术股份有限公司,2021-12-01,45
498,电气/机电工程师,深圳市中冀联合技术股份有限公司,2021-12-01,46
499,外贸助理,深圳市中冀联合技术股份有限公司,2021-12-01,48
500,外贸业务员,深圳市中冀联合技术股份有限公司,2021-12-01,49
501,电子商务/网络运营专员,深圳市中冀联合技术股份有限公司,2021-12-01,45
502,电子商务/网络运营管培生,深圳市中冀联合技术股份有限公司,2021-12-01,49
503,机械工程师,深圳市中冀联合技术股份有限公司,2021-12-01,54
504,助理机械工程师,深圳市中冀联合技术股份有限公司,2021-12-01,47
505,电气工程师,深圳市中冀联合技术股份有限公司,2021-12-01,53
506,射频工程师,深圳市中冀联合技术股份有限公司,2021-12-01,47
507,芯片研发/软件研发/硬件研发/软件测试/产品测试/市场营销/技术支持/智能制造/财务管理/供应链类,烽火通信科技股份有限公司,2021-12-01,53
508,软件开发工程师,中国联合网络通信有限公司智网创新中心,2021-12-01,52
509,前端开发工程师,畅捷通信息技术股份有限公司,2021-12-01,46
510,机械设备技术,中油奥博（成都）科技有限公司,2021-12-01,47
511,生物信息工程师,上海数因信科智能科技有限公司,2021-12-01,49
512,行政实习生,腾讯云计算（西安）有限责任公司,2021-12-01,64
513,软件开发实习生 智能硬件团队,亚马逊（中国）投资有限公司,2021-12-01,52
514,硬件测试工程师,江苏芯云电子科技有限公司,2021-11-30,51
515,嵌入式软件工程师,江苏芯云电子科技有限公司,2021-11-30,72
516,数字设计工程师,江苏芯云电子科技有限公司,2021-11-30,52
517,算法工程师,江苏芯云电子科技有限公司,2021-11-30,51
518,党群工作岗,陕西航天龙腾汽车服务有限公司,2021-11-30,50
519,人力资源岗,陕西航天龙腾汽车服务有限公司,2021-11-30,55
520,产品类,杭州老板电器股份有限公司,2021-11-30,51
521,研发工程师,上海听脉信息技术有限公司,2021-11-30,98
522,实施工程师,上海听脉信息技术有限公司,2021-11-30,95
523,FAE现场应用工程师(工作地点：深圳/上海),智锐科技（成都）有限公司,2021-11-30,52
524,模拟IC版图设计工程师(工作地点：日本),智锐科技（成都）有限公司,2021-11-30,58
525,先行研究类,杭州老板电器股份有限公司,2021-11-30,45
526,生产管理类,杭州老板电器股份有限公司,2021-11-30,53
527,模拟集成电路设计工程师(工作地点：日本),智锐科技（成都）有限公司,2021-11-30,55
528,供应链类,杭州老板电器股份有限公司,2021-11-30,49
529,SoC集成电路逻辑设计工程师(工作地点：日本),智锐科技（成都）有限公司,2021-11-30,47
530,运维工程师(软件支持方向)工作地点：日本,智锐科技（成都）有限公司,2021-11-30,49
531,运维工程师(主机方向)工作地点：日本,智锐科技（成都）有限公司,2021-11-30,42
532,运维工程师(网络方向)工作地点：日本,智锐科技（成都）有限公司,2021-11-30,42
533,运维工程师(信息安全方向)工作地点：日本,智锐科技（成都）有限公司,2021-11-30,46
534,图书编辑/期刊编辑/校对/编导/营销销售/财务管理,机械工业信息研究院,2021-11-30,49
535,超潜管培生（证券研究方向）,锐方（上海）私募基金管理有限公司,2021-11-30,66
536,研发工程师JAVA,浙江菜鸟传橙网络技术有限公司,2021-11-29,98
537,大学英语教师,中国消防救援学院,2021-11-29,96
538,大学数学教师,中国消防救援学院,2021-11-29,98
539,大学物理教师,中国消防救援学院,2021-11-29,94
540,计算机基础教师,中国消防救援学院,2021-11-29,95
541,税务助理,山东百丞税务服务股份有限公司,2021-11-29,51
542,高级税务助理,山东百丞税务服务股份有限公司,2021-11-29,52
543, 云帆生-财务管理方向（管培生）,远洋云泰数据服务有限公司,2021-11-29,54
544,算法工程师,深圳朗呈医疗科技有限公司,2021-11-29,51
